,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2945,Belmont,40.85727710073895,-73.88845196134804,Randazzo's Seafood,40.854059,-73.88913199999999,Fish Market
2946,Belmont,40.85727710073895,-73.88845196134804,7-Eleven,40.8582643,-73.8855593,Convenience Store
2947,Belmont,40.85727710073895,-73.88845196134804,Çka Ka Qëllu,40.853835,-73.888021,Eastern European Restaurant
2948,Belmont,40.85727710073895,-73.88845196134804,Mugz,40.857309011647914,-73.88597845458973,Bar
2949,Belmont,40.85727710073895,-73.88845196134804,Starbucks,40.86063643,-73.89027008,Coffee Shop
2950,Belmont,40.85727710073895,-73.88845196134804,Rams Deli Plus,40.858559,-73.885937,Deli / Bodega
2951,Belmont,40.85727710073895,-73.88845196134804,East Fordham Road,40.86114473768955,-73.89052603849369,Plaza
2952,Belmont,40.85727710073895,-73.88845196134804,San Gennaro Ristorante,40.854217,-73.8891,Italian Restaurant
2953,Belmont,40.85727710073895,-73.88845196134804,TD Bank,40.8577716,-73.8841875,Bank
2954,Belmont,40.85727710073895,-73.88845196134804,Ann & Tony's - An Original Arthur Avenue Restaurant,40.855704465427415,-73.88744918407676,Italian Restaurant
2955,Belmont,40.85727710073895,-73.88845196134804,TJ Maxx,40.8605059,-73.8902992,Department Store
2956,Belmont,40.85727710073895,-73.88845196134804,Dollar Tree,40.8576257142857,-73.89109,Discount Store
2957,Belmont,40.85727710073895,-73.88845196134804,Enterprise Rent-A-Car,40.858490636412895,-73.88432532548904,Rental Car Location
2958,Belmont,40.85727710073895,-73.88845196134804,Sake II,40.8542650842672,-73.88461563532414,Japanese Restaurant
2959,Belmont,40.85727710073895,-73.88845196134804,Arthur Avenue Cigars,40.8540840193801,-73.88876614274342,Smoke Shop
2960,Belmont,40.85727710073895,-73.88845196134804,Catania's Pizzeria & Cafe Inc.,40.85363375882053,-73.88933672847328,Pizza Place
2961,Belmont,40.85727710073895,-73.88845196134804,Kasike Mofongo House,40.8599293695359,-73.89317656303486,Spanish Restaurant
2962,Belmont,40.85727710073895,-73.88845196134804,Chase Bank,40.85567027526144,-73.88705752857294,Bank
2963,Belmont,40.85727710073895,-73.88845196134804,Rite Aid,40.8529057,-73.8894812,Pharmacy
2964,Belmont,40.85727710073895,-73.88845196134804,Starbucks,40.861106,-73.886148,Coffee Shop
2965,Belmont,40.85727710073895,-73.88845196134804,Planet Wings,40.85419797917459,-73.88460465788225,Wings Joint
2966,Belmont,40.85727710073895,-73.88845196134804,Dunkin Donuts at Beer Cave,40.858514,-73.885103,Donut Shop
2967,Belmont,40.85727710073895,-73.88845196134804,Famous Footware,40.85971388179236,-73.89095093753623,Shoe Store
2968,Belmont,40.85727710073895,-73.88845196134804,Famous Foot Wear,40.860384,-73.890067,Shoe Store
2969,Belmont,40.85727710073895,-73.88845196134804,Howl At The Moon,40.857572927824215,-73.88644395048595,Piano Bar
2970,Belmont,40.85727710073895,-73.88845196134804,University Pizza & Restaurant,40.85870680479297,-73.88585753180512,Pizza Place
2971,Belmont,40.85727710073895,-73.88845196134804,Subway,40.85369,-73.888873,Sandwich Place
2972,Belmont,40.85727710073895,-73.88845196134804,Chase Bank,40.860690856581115,-73.89013443113484,Bank
2973,Belmont,40.85727710073895,-73.88845196134804,Best Buy,40.8608744,-73.8916732,Electronics Store
2974,Belmont,40.85727710073895,-73.88845196134804,Shell,40.85838677,-73.88542718,Gas Station
2975,Belmont,40.85727710073895,-73.88845196134804,Dunkin',40.85408318071603,-73.89121845658315,Donut Shop
2976,Belmont,40.85727710073895,-73.88845196134804,CTown Supermarkets,40.8539793,-73.8858192,Grocery Store
2977,Belmont,40.85727710073895,-73.88845196134804,Chipotle Mexican Grill,40.86033458808209,-73.89050734400826,Mexican Restaurant
2978,Belmont,40.85727710073895,-73.88845196134804,Arthur Avenue Cafe,40.85406831774407,-73.8888375888388,Italian Restaurant
2979,Belmont,40.85727710073895,-73.88845196134804,SUBWAY,40.86065708075232,-73.88945320961489,Sandwich Place
2980,Belmont,40.85727710073895,-73.88845196134804,Dunkin',40.85870272255956,-73.88473962134822,Donut Shop
2981,Belmont,40.85727710073895,-73.88845196134804,House of Tan Spa,40.855472,-73.886943,Tanning Salon
2982,Belmont,40.85727710073895,-73.88845196134804,Sammy Sosa Deli Grocery,40.857525477751636,-73.89143548718144,Deli / Bodega
2983,Belmont,40.85727710073895,-73.88845196134804,Fordham Beer & Soda,40.85768388112266,-73.89157105880562,Liquor Store
2984,Belmont,40.85727710073895,-73.88845196134804,Party City,40.8606792801328,-73.88959023945102,Miscellaneous Shop
2985,Belmont,40.85727710073895,-73.88845196134804,Compare Foods,40.860567162596894,-73.8912322890967,Grocery Store
2986,Belmont,40.85727710073895,-73.88845196134804,Gurra Cafe,40.85388958454132,-73.88896822929382,Mediterranean Restaurant
2987,Belmont,40.85727710073895,-73.88845196134804,JJ Restaurant Sport Bar,40.854349,-73.891077,Spanish Restaurant
2988,Belmont,40.85727710073895,-73.88845196134804,Castillo Food Center Corp,40.85459899902344,-73.89156341552734,Deli / Bodega
2989,Belmont,40.85727710073895,-73.88845196134804,548 Gourmet Deli & Grocery,40.85395265100937,-73.8905317803788,Restaurant
2990,Belmont,40.85727710073895,-73.88845196134804,Sun Deli,40.860082,-73.89209,Deli / Bodega
2991,Belmont,40.85727710073895,-73.88845196134804,Bronen's Music,40.859905,-73.892728,Music Store
2992,Belmont,40.85727710073895,-73.88845196134804,"MTA MaBSTOA & Bee-Line Bus at E. Fordham Road & Cambreleng Ave: (Bx9, Bx12 & Select +SBS, Bx17, Bx22 & BL 60, 61, 62X)",40.85800381627,-73.88291789264353,Bus Station
2993,Spuyten Duyvil,40.88139497727086,-73.91719048210393,Henry Hudson Memorial Park,40.8807484604287,-73.91918989994824,Park
2994,Spuyten Duyvil,40.88139497727086,-73.91719048210393,Siam Square,40.8787962348852,-73.91670090763066,Thai Restaurant
2995,Spuyten Duyvil,40.88139497727086,-73.91719048210393,TCR The Club of Riverdale,40.8786283,-73.9145678,Tennis Stadium
2996,Spuyten Duyvil,40.88139497727086,-73.91719048210393,Chase Bank,40.878666,-73.91724,Bank
2997,Spuyten Duyvil,40.88139497727086,-73.91719048210393,Rite Aid,40.878349,-73.917611,Pharmacy
2998,Spuyten Duyvil,40.88139497727086,-73.91719048210393,Ray's Pizza Express,40.878900637186135,-73.91655800986135,Pizza Place
2999,Spuyten Duyvil,40.88139497727086,-73.91719048210393,Seton Park - Tennis Courts,40.88502789371972,-73.91572554585636,Tennis Court
3000,Spuyten Duyvil,40.88139497727086,-73.91719048210393,Half Moon Overlook,40.88011141094934,-73.92240453379507,Scenic Lookout
3001,Spuyten Duyvil,40.88139497727086,-73.91719048210393,Arlington Avenue & West 232nd Street,40.88401563216687,-73.91252232171007,Intersection
3002,North Riverdale,40.90854282950666,-73.90453054908927,Nona's Pizza,40.910155696805184,-73.90302574970092,Pizza Place
3003,North Riverdale,40.90854282950666,-73.90453054908927,Addeo's Riverdale Pizzeria,40.90575686550095,-73.9042416969571,Pizza Place
3004,North Riverdale,40.90854282950666,-73.90453054908927,Riverdale Steakhouse,40.90669106081043,-73.90404852446946,Burger Joint
3005,North Riverdale,40.90854282950666,-73.90453054908927,Riverdale Bagels,40.90561167896858,-73.90423892885934,Bagel Shop
3006,North Riverdale,40.90854282950666,-73.90453054908927,Capital One Bank,40.9081132,-73.904055,Bank
3007,North Riverdale,40.90854282950666,-73.90453054908927,Beccofino,40.9054667242996,-73.90042336967397,Italian Restaurant
3008,North Riverdale,40.90854282950666,-73.90453054908927,Noni's Coffee Shop,40.90735450795435,-73.90416054486849,Coffee Shop
3009,North Riverdale,40.90854282950666,-73.90453054908927,Carlos & Gabby's - Riverdale,40.906566049541226,-73.90439723485366,Mexican Restaurant
3010,North Riverdale,40.90854282950666,-73.90453054908927,Dunkin',40.906745669714034,-73.90464169816494,Donut Shop
3011,North Riverdale,40.90854282950666,-73.90453054908927,Skyview Pool,40.90695547325554,-73.9069701053637,Pool
3012,North Riverdale,40.90854282950666,-73.90453054908927,Tokyo House,40.90567203906053,-73.90430870547758,Sushi Restaurant
3013,North Riverdale,40.90854282950666,-73.90453054908927,Baskin-Robbins,40.90664198827557,-73.90467587241307,Ice Cream Shop
3014,North Riverdale,40.90854282950666,-73.90453054908927,Riverdale YM-YWHA,40.90504914923492,-73.90810534596709,Social Club
3015,North Riverdale,40.90854282950666,-73.90453054908927,Yukka Latin Bistro,40.90641606008183,-73.90400317792196,American Restaurant
3016,North Riverdale,40.90854282950666,-73.90453054908927,Madison's,40.90648305752465,-73.90396530525271,Italian Restaurant
3017,North Riverdale,40.90854282950666,-73.90453054908927,Chase Bank,40.90584,-73.904025,Bank
3018,North Riverdale,40.90854282950666,-73.90453054908927,SUBWAY,40.906114967645465,-73.90444195849047,Sandwich Place
3019,North Riverdale,40.90854282950666,-73.90453054908927,Dino's Pizzeria,40.90517102933955,-73.90147193175798,Pizza Place
3020,North Riverdale,40.90854282950666,-73.90453054908927,New China,40.905181,-73.901078,Chinese Restaurant
3021,North Riverdale,40.90854282950666,-73.90453054908927,Golden Phoenix Chinese Restaurant,40.90568876262962,-73.90429772559949,Chinese Restaurant
3022,North Riverdale,40.90854282950666,-73.90453054908927,Skyview Wine and Liquors,40.906319,-73.905075,Liquor Store
3023,North Riverdale,40.90854282950666,-73.90453054908927,Keyfood,40.90609166068028,-73.90492252954708,Fruit & Vegetable Store
3024,North Riverdale,40.90854282950666,-73.90453054908927,CTown Supermarkets,40.9052883,-73.9010988,Grocery Store
3025,North Riverdale,40.90854282950666,-73.90453054908927,"MTA MaBSTOA & Bee-Line Bus at Riverdale Ave & W. 263rd St: (Bx7, Bx10, BxM1, BxM2, BxM18 & BL 8)",40.91277623413809,-73.9026008498489,Bus Station
3026,Pelham Bay,40.85064140940335,-73.8320737824047,Empire Bagels,40.8493916428526,-73.83052713165733,Bagel Shop
3027,Pelham Bay,40.85064140940335,-73.8320737824047,Giovanni's Italian Restaurant,40.85178560311938,-73.82978599125016,Italian Restaurant
3028,Pelham Bay,40.85064140940335,-73.8320737824047,Zeppieri & Sons Italian Bakery,40.847119272159645,-73.83205709805584,Bakery
3029,Pelham Bay,40.85064140940335,-73.8320737824047,Key Food,40.85075906754876,-73.83022703369909,Supermarket
3030,Pelham Bay,40.85064140940335,-73.8320737824047,iLoveKickboxing,40.8528708,-73.8280849,Gym
3031,Pelham Bay,40.85064140940335,-73.8320737824047,Lucca Italian Restaurant,40.847676,-73.831834,Italian Restaurant
3032,Pelham Bay,40.85064140940335,-73.8320737824047,Planet Fitness,40.84829046054853,-73.83087490241945,Gym / Fitness Center
3033,Pelham Bay,40.85064140940335,-73.8320737824047,George's Restaurant,40.84694474346586,-73.83218412978853,Diner
3034,Pelham Bay,40.85064140940335,-73.8320737824047,Pruzzo's,40.846830893319044,-73.83266303397475,Deli / Bodega
3035,Pelham Bay,40.85064140940335,-73.8320737824047,Bases Loaded,40.84723270317454,-73.83229038332479,Sports Bar
3036,Pelham Bay,40.85064140940335,-73.8320737824047,Mexico Magico Restaurant,40.84665466644338,-73.83207247777908,Mexican Restaurant
3037,Pelham Bay,40.85064140940335,-73.8320737824047,Dunkin',40.8525056,-73.8275361,Donut Shop
3038,Pelham Bay,40.85064140940335,-73.8320737824047,Honey's Thai Pavilion,40.84784479852375,-73.83131988215104,Thai Restaurant
3039,Pelham Bay,40.85064140940335,-73.8320737824047,Juice Me,40.84825906382749,-73.83136996335718,Juice Bar
3040,Pelham Bay,40.85064140940335,-73.8320737824047,Shangri-La,40.84715972410305,-73.83264181934335,Asian Restaurant
3041,Pelham Bay,40.85064140940335,-73.8320737824047,Pelham Bay Mini Mart,40.85307825115419,-73.82735634075618,Convenience Store
3042,Pelham Bay,40.85064140940335,-73.8320737824047,Villa Barone Ristorante,40.853225226780154,-73.82730476570323,Italian Restaurant
3043,Pelham Bay,40.85064140940335,-73.8320737824047,Chirping Chicken,40.84745434282861,-73.83076149559376,BBQ Joint
3044,Pelham Bay,40.85064140940335,-73.8320737824047,Chase Bank,40.85201912415025,-73.82961617810025,Bank
3045,Pelham Bay,40.85064140940335,-73.8320737824047,Subway,40.8525003,-73.8274676,Sandwich Place
3046,Pelham Bay,40.85064140940335,-73.8320737824047,Chase Bank,40.847036797145186,-73.8315611982967,Bank
3047,Pelham Bay,40.85064140940335,-73.8320737824047,7-Eleven,40.8518317191355,-73.8287814614068,Convenience Store
3048,Pelham Bay,40.85064140940335,-73.8320737824047,Lehigh Wines & Liquors,40.846699639974574,-73.8328505463829,Food & Drink Shop
3049,Pelham Bay,40.85064140940335,-73.8320737824047,SUBWAY / Convenient Store,40.84635,-73.832075,Sandwich Place
3050,Pelham Bay,40.85064140940335,-73.8320737824047,CVS pharmacy,40.852422067925474,-73.82724053586031,Pharmacy
3051,Pelham Bay,40.85064140940335,-73.8320737824047,Capital One Bank,40.8478513,-73.8308669,Bank
3052,Pelham Bay,40.85064140940335,-73.8320737824047,Vivienne's Bar,40.84794857088276,-73.83127639864472,Dive Bar
3053,Pelham Bay,40.85064140940335,-73.8320737824047,Dunkin',40.84640780925593,-73.83157343124185,Donut Shop
3054,Pelham Bay,40.85064140940335,-73.8320737824047,"Marjorie A Varrichio, Attorney At Law",40.85043572847539,-73.83004120150858,Lawyer
3055,Pelham Bay,40.85064140940335,-73.8320737824047,Burger King,40.852655,-73.827742,Fast Food Restaurant
3056,Pelham Bay,40.85064140940335,-73.8320737824047,Thin Is In,40.851304999999996,-73.82959699999999,Gym / Fitness Center
3057,Pelham Bay,40.85064140940335,-73.8320737824047,Aliano Hair Salon,40.851534,-73.829447,Salon / Barbershop
3058,Pelham Bay,40.85064140940335,-73.8320737824047,T & T Renovation Inc,40.853395,-73.83201600000001,Construction & Landscaping
3059,Pelham Bay,40.85064140940335,-73.8320737824047,Kennedy Chicken & Sandwiches,40.85281738889092,-73.82768787841928,Fast Food Restaurant
3060,Pelham Bay,40.85064140940335,-73.8320737824047,Caribe Restaurant,40.846640216782845,-73.8319418266052,Latin American Restaurant
3061,Pelham Bay,40.85064140940335,-73.8320737824047,MTA Subway - Buhre Ave (6),40.84705848133008,-73.83228926137434,Metro Station
3062,Pelham Bay,40.85064140940335,-73.8320737824047,"MTA Bx23, Bx29, Q50, Bee Line 45 Pelham Bay",40.852453407223194,-73.82715985008934,Bus Station
3063,Pelham Bay,40.85064140940335,-73.8320737824047,MTA Subway - Pelham Bay Park (6),40.85272511413305,-73.82729063045713,Metro Station
3064,Pelham Bay,40.85064140940335,-73.8320737824047,Sophie's Diner,40.85329368051324,-73.82776868510813,Diner
3065,Schuylerville,40.82657951686922,-73.82620275994073,Pete's Donut Shop & Restaurant,40.82641164206352,-73.82160457227829,Diner
3066,Schuylerville,40.82657951686922,-73.82620275994073,Brewski's Bar & Grill,40.82664104244332,-73.82248599450232,Bar
3067,Schuylerville,40.82657951686922,-73.82620275994073,Cabo,40.825959684250584,-73.82135166456302,Mexican Restaurant
3068,Schuylerville,40.82657951686922,-73.82620275994073,Dunkin',40.8263461,-73.8221727,Donut Shop
3069,Schuylerville,40.82657951686922,-73.82620275994073,Cestra's Pizza,40.828733,-73.823949,Pizza Place
3070,Schuylerville,40.82657951686922,-73.82620275994073,Legendary Bar and Restaurant,40.83086249247355,-73.82638588514928,American Restaurant
3071,Schuylerville,40.82657951686922,-73.82620275994073,Taqueria Lupita,40.829202506332805,-73.8268924774988,Mexican Restaurant
3072,Schuylerville,40.82657951686922,-73.82620275994073,Pete's Diner,40.82642502764433,-73.82156218165076,Diner
3073,Schuylerville,40.82657951686922,-73.82620275994073,Chase Bank,40.830498,-73.826449,Bank
3074,Schuylerville,40.82657951686922,-73.82620275994073,Subway,40.82678680170033,-73.82269183738958,Sandwich Place
3075,Schuylerville,40.82657951686922,-73.82620275994073,McDonald's,40.82759966816098,-73.82364126470975,Fast Food Restaurant
3076,Schuylerville,40.82657951686922,-73.82620275994073,Vapor Lounge,40.82608421549082,-73.82150886877642,Hookah Bar
3077,Schuylerville,40.82657951686922,-73.82620275994073,Rite Aid,40.8293809,-73.8252446,Pharmacy
3078,Schuylerville,40.82657951686922,-73.82620275994073,Domino's Pizza,40.82687097197242,-73.8227927684784,Pizza Place
3079,Schuylerville,40.82657951686922,-73.82620275994073,7-Eleven,40.8309841,-73.8269655,Convenience Store
3080,Schuylerville,40.82657951686922,-73.82620275994073,CVS pharmacy,40.82561694240552,-73.82075125799814,Pharmacy
3081,Schuylerville,40.82657951686922,-73.82620275994073,TD Bank,40.826205335830835,-73.82123373829472,Bank
3082,Edgewater Park,40.821986118163494,-73.81388514428619,Muscle Maker Grill,40.81939123374593,-73.81729767562672,American Restaurant
3083,Edgewater Park,40.821986118163494,-73.81388514428619,Tosca Café,40.819204436132736,-73.81746681637895,Bar
3084,Edgewater Park,40.821986118163494,-73.81388514428619,The Miles Coffee Bar,40.81946172710321,-73.81735175518574,Coffee Shop
3085,Edgewater Park,40.821986118163494,-73.81388514428619,Patricia's of Tremont,40.823118889430276,-73.81940281496017,Italian Restaurant
3086,Edgewater Park,40.821986118163494,-73.81388514428619,The Wicked Wolf,40.81968770624791,-73.81735925205253,Pub
3087,Edgewater Park,40.821986118163494,-73.81388514428619,Tommy's Pizzeria,40.81957293563141,-73.81748174041417,Pizza Place
3088,Edgewater Park,40.821986118163494,-73.81388514428619,Green Dragon,40.81887820776003,-73.81679306899113,Asian Restaurant
3089,Edgewater Park,40.821986118163494,-73.81388514428619,Bicentennial Veterans Memorial park,40.82424235914897,-73.81420155901135,Park
3090,Edgewater Park,40.821986118163494,-73.81388514428619,S & W Deli,40.81948470960523,-73.81758001179004,Deli / Bodega
3091,Edgewater Park,40.821986118163494,-73.81388514428619,Tosca Marquee,40.81922225798978,-73.81760066505247,Italian Restaurant
3092,Edgewater Park,40.821986118163494,-73.81388514428619,Spoto's Italian Restaurant,40.82039946759965,-73.8177024901674,Italian Restaurant
3093,Edgewater Park,40.821986118163494,-73.81388514428619,Bridges Sports Bar,40.81894927151521,-73.8173667230774,Sports Bar
3094,Edgewater Park,40.821986118163494,-73.81388514428619,Rino's Italian Restaurant,40.82123091031154,-73.81874315720901,Italian Restaurant
3095,Edgewater Park,40.821986118163494,-73.81388514428619,Franks Pizza & Restaurant,40.818721232539104,-73.81723942127738,Pizza Place
3096,Edgewater Park,40.821986118163494,-73.81388514428619,BP,40.81999403957201,-73.80997695404865,Donut Shop
3097,Edgewater Park,40.821986118163494,-73.81388514428619,Ruane's Deli,40.822433,-73.810703,Deli / Bodega
3098,Edgewater Park,40.821986118163494,-73.81388514428619,Jenny's Nail Salon,40.820199,-73.817559,Spa
3099,Edgewater Park,40.821986118163494,-73.81388514428619,E Tremont Ave,40.82275315290523,-73.81920461668666,Bookstore
3100,Edgewater Park,40.821986118163494,-73.81388514428619,Hawaii Chinese Kitchen,40.818697,-73.817371,Chinese Restaurant
3101,Castle Hill,40.819014376988314,-73.84802729582735,Golden Mango Supermarket,40.81914040206044,-73.84481459516842,Market
3102,Castle Hill,40.819014376988314,-73.84802729582735,Shorehaven Diner,40.819694502732986,-73.8478884732003,Diner
3103,Castle Hill,40.819014376988314,-73.84802729582735,Franks Original Pizza Italia,40.82286427195636,-73.84890931755929,Pizza Place
3104,Castle Hill,40.819014376988314,-73.84802729582735,Rite Aid,40.8197875,-73.8478261,Pharmacy
3105,Castle Hill,40.819014376988314,-73.84802729582735,Chase Bank,40.8230706,-73.8487233,Bank
3106,Castle Hill,40.819014376988314,-73.84802729582735,Fine Fare,40.8200700572534,-73.84803148235383,Supermarket
3107,Castle Hill,40.819014376988314,-73.84802729582735,M.T.A. ZEREGA AVENUE TRAINING FACILITY,40.817571210699924,-73.84408017041788,Bus Station
3108,Castle Hill,40.819014376988314,-73.84802729582735,Jimmy Ryans Softball,40.822657,-73.851476,Baseball Field
3109,Olinville,40.87137078192371,-73.86332361652777,Lash West Indian and American Cuisine,40.871159000000006,-73.86305,Food
3110,Olinville,40.87137078192371,-73.86332361652777,Feroza's Roti Shop,40.87144539272876,-73.86656224964892,Caribbean Restaurant
3111,Olinville,40.87137078192371,-73.86332361652777,Fine Fare,40.873655399195115,-73.86715009094468,Supermarket
3112,Olinville,40.87137078192371,-73.86332361652777,Richie Rich,40.87149581108973,-73.86442424824064,Caribbean Restaurant
3113,Olinville,40.87137078192371,-73.86332361652777,Kennedy Fried Chicken,40.872061614647485,-73.86721259662758,Fried Chicken Joint
3114,Olinville,40.87137078192371,-73.86332361652777,99 Cent Store,40.87086924024368,-73.86726427973686,Convenience Store
3115,Olinville,40.87137078192371,-73.86332361652777,The Great American Laundromat,40.87181268449488,-73.86728672794283,Laundromat
3116,Olinville,40.87137078192371,-73.86332361652777,Gun Hill Playground,40.87471215015537,-73.86558744303153,Basketball Court
3117,Pelham Gardens,40.86296562477998,-73.84161194831223,Fratelli's,40.86301897888721,-73.84360740712835,Italian Restaurant
3118,Pelham Gardens,40.86296562477998,-73.84161194831223,Walgreens,40.8630428,-73.8431546,Pharmacy
3119,Pelham Gardens,40.86296562477998,-73.84161194831223,Battaglia's Market,40.8629219,-73.8437299,Grocery Store
3120,Pelham Gardens,40.86296562477998,-73.84161194831223,Dunkin',40.8623027781774,-73.8439247675683,Donut Shop
3121,Pelham Gardens,40.86296562477998,-73.84161194831223,Caridad & Louie,40.86584304086998,-73.83770669702484,Spanish Restaurant
3122,Pelham Gardens,40.86296562477998,-73.84161194831223,Chase Bank,40.866076105543534,-73.83836965596883,Bank
3123,Pelham Gardens,40.86296562477998,-73.84161194831223,Casa Doro,40.86267352762037,-73.84357086709907,Deli / Bodega
3124,Pelham Gardens,40.86296562477998,-73.84161194831223,SUBWAY,40.86233901977539,-73.84385681152344,Sandwich Place
3125,Pelham Gardens,40.86296562477998,-73.84161194831223,Rite Aid,40.8620336,-73.8427679,Pharmacy
3126,Pelham Gardens,40.86296562477998,-73.84161194831223,Carbo's Pizzeria,40.86249,-73.843079,Pizza Place
3127,Pelham Gardens,40.86296562477998,-73.84161194831223,Yummy House,40.86249,-73.843079,Chinese Restaurant
3128,Pelham Gardens,40.86296562477998,-73.84161194831223,MTA Bus - Eastchester Rd & Mace Ave - Bx31,40.86250583049086,-73.84341969630988,Bus Line
3129,Pelham Gardens,40.86296562477998,-73.84161194831223,MTA MaBSTOA Bus Bx26 / Bx31 / BxM10 at Eastchester Road / Allerton Avenue,40.86525373935791,-73.84330630302429,Bus Station
3130,Pelham Gardens,40.86296562477998,-73.84161194831223,Burns Playground,40.86321767527671,-73.83682057709747,Playground
3131,Pelham Gardens,40.86296562477998,-73.84161194831223,Bx31 Eastchester Rd/Allerton Avenue,40.86652809538114,-73.84259840803006,Bus Station
3132,Pelham Gardens,40.86296562477998,-73.84161194831223,Pelham Bay Diner,40.86537502090643,-73.83724559229154,American Restaurant
3133,Pelham Gardens,40.86296562477998,-73.84161194831223,The S.S. Allerton,40.865403114508304,-73.8372533919981,Boat or Ferry
3134,Concourse,40.83428380733851,-73.91558941773444,El Gran Valle Restaurant,40.833175,-73.91447600000001,Spanish Restaurant
3135,Concourse,40.83428380733851,-73.91558941773444,Bronx Museum of the Arts,40.83130668787119,-73.9199493992818,Art Museum
3136,Concourse,40.83428380733851,-73.91558941773444,Lucky House Chinese Restaurant,40.83393302779995,-73.91667401417777,Chinese Restaurant
3137,Concourse,40.83428380733851,-73.91558941773444,Kennedy Fried Chicken & Pizza,40.834135089902034,-73.91689720106031,Fried Chicken Joint
3138,Concourse,40.83428380733851,-73.91558941773444,Concourse Jamaican Bakery,40.833523427558106,-73.91482435999079,Caribbean Restaurant
3139,Concourse,40.83428380733851,-73.91558941773444,Marinells Bakery,40.83336858139031,-73.91445285669495,Bakery
3140,Concourse,40.83428380733851,-73.91558941773444,Tiny's Pizza & Pasta,40.8309295822695,-73.91662582679406,Italian Restaurant
3141,Concourse,40.83428380733851,-73.91558941773444,CVS pharmacy,40.83530662693773,-73.92072176482903,Pharmacy
3142,Concourse,40.83428380733851,-73.91558941773444,Baskin-Robbins,40.83542992028848,-73.92101643325562,Ice Cream Shop
3143,Concourse,40.83428380733851,-73.91558941773444,Bravo Supermarkets,40.83830937058824,-73.91322795759584,Grocery Store
3144,Concourse,40.83428380733851,-73.91558941773444,Key Food,40.83346357122027,-73.91454341113266,Grocery Store
3145,Concourse,40.83428380733851,-73.91558941773444,CTown Supermarkets,40.830121554681384,-73.9178341627121,Grocery Store
3146,Concourse,40.83428380733851,-73.91558941773444,Dunkin',40.8354434,-73.9209927,Donut Shop
3147,Concourse,40.83428380733851,-73.91558941773444,Domino's Pizza,40.83587284041261,-73.92099072040764,Pizza Place
3148,Concourse,40.83428380733851,-73.91558941773444,Kennedy Fried Chicken & Pizza,40.8339958190918,-73.91710662841797,Fried Chicken Joint
3149,Concourse,40.83428380733851,-73.91558941773444,"MTA MaBSTOA Bus at East 167th St & Morris Ave: (Bx32, Bx35)",40.83259056048264,-73.91531015678687,Bus Station
3150,Concourse,40.83428380733851,-73.91558941773444,Caridad Kitchen,40.83326646038506,-73.914296761377,Spanish Restaurant
3151,Concourse,40.83428380733851,-73.91558941773444,MTA BX32,40.83502336109524,-73.91316175460815,Bus Station
3152,Concourse,40.83428380733851,-73.91558941773444,Riverside Track&Field,40.83248777635656,-73.9168048778125,Track
3153,Concourse,40.83428380733851,-73.91558941773444,McDonald's,40.8351298,-73.9198667,Fast Food Restaurant
3154,Concourse,40.83428380733851,-73.91558941773444,No Longer Empty - This Side of Paradise,40.83281135275373,-73.91971692065907,Art Gallery
3155,Concourse,40.83428380733851,-73.91558941773444,Kennedy's Chicken & Sandwiches,40.83508,-73.920174,Fast Food Restaurant
3156,Concourse,40.83428380733851,-73.91558941773444,Fine Fare,40.83561721462247,-73.92055045399276,Supermarket
3157,Concourse,40.83428380733851,-73.91558941773444,Happy Garden,40.83524178857224,-73.92084697423635,Chinese Restaurant
3158,Concourse,40.83428380733851,-73.91558941773444,Hip Hop Wireless (Boost Mobile & T-Mobile),40.835834000000006,-73.920867,Electronics Store
3159,Concourse,40.83428380733851,-73.91558941773444,Jimmy's Luncheonette,40.834129333496094,-73.90984344482422,Food
3160,Concourse,40.83428380733851,-73.91558941773444,Tavarez Grocery,40.834416999999995,-73.909741,Convenience Store
3161,Unionport,40.82977429787161,-73.85053524451935,Juices for Life,40.82826262417189,-73.85015410207522,Juice Bar
3162,Unionport,40.82977429787161,-73.85053524451935,Brisas Del Caribe Restaurant,40.83212810016732,-73.8512695728786,Latin American Restaurant
3163,Unionport,40.82977429787161,-73.85053524451935,Cross Bronx Pizzeria,40.83006887037155,-73.85081764105371,Pizza Place
3164,Unionport,40.82977429787161,-73.85053524451935,Sabrosura,40.8319356355082,-73.85101898514029,Latin American Restaurant
3165,Unionport,40.82977429787161,-73.85053524451935,Lulu's Coffee Shop,40.83190012131864,-73.85112921840194,Diner
3166,Unionport,40.82977429787161,-73.85053524451935,Jimmy's Grand Cafe,40.82765088457068,-73.85027096632467,Comfort Food Restaurant
3167,Unionport,40.82977429787161,-73.85053524451935,Lorenz Dance Studio,40.83279392790561,-73.85119654075223,Dance Studio
3168,Unionport,40.82977429787161,-73.85053524451935,Havana Café,40.833195032579326,-73.85141688734977,Cuban Restaurant
3169,Unionport,40.82977429787161,-73.85053524451935,Mamosa Lounge,40.83285224182826,-73.85133840837048,Lounge
3170,Unionport,40.82977429787161,-73.85053524451935,Jenny's Roti Shop,40.833876000000004,-73.851235,Caribbean Restaurant
3171,Unionport,40.82977429787161,-73.85053524451935,Marisco Centro Seafood Resaurant,40.83144,-73.850593,Seafood Restaurant
3172,Unionport,40.82977429787161,-73.85053524451935,Dunkin',40.8339096,-73.8517984,Donut Shop
